feature,year,gender,number_of_jobs,median_income
11+ years,2019-20,Persons,0.259,24350
11+ years,2020-21,Persons,0.271,17109
11+ years,2021-22,Persons,0.362,23839
11+ years,2017-18,Persons,0.707,22990
11+ years,2018-19,Persons,0.919,27325
11+ years,2019-20,Persons,1.114,29293
11+ years,2020-21,Persons,1.361,28283
11+ years,2021-22,Persons,1.804,24598
11+ years,2017-18,Persons,0.258,19179
11+ years,2018-19,Persons,0.302,18906
11+ years,2019-20,Persons,0.356,24600
11+ years,2020-21,Persons,0.456,26798
11+ years,2021-22,Persons,0.61,19362
11+ years,2017-18,Persons,1.267,15971
11+ years,2018-19,Persons,1.542,16946
11+ years,2019-20,Persons,1.698,23122
11+ years,2020-21,Persons,1.962,22204
11+ years,2021-22,Persons,2.605,19999
11+ years,2017-18,Persons,5.835,9432
11+ years,2018-19,Persons,7.018,10333
11+ years,2019-20,Persons,7.672,11875
11+ years,2020-21,Persons,9.052,10895
11+ years,2021-22,Persons,12.902,10309
11+ years,2017-18,Persons,1.771,26012
11+ years,2018-19,Persons,2.313,27134
11+ years,2019-20,Persons,2.403,27759
11+ years,2020-21,Persons,2.638,31115
11+ years,2021-22,Persons,3.473,24523
11+ years,2017-18,Persons,1.145,16936
11+ years,2018-19,Persons,1.309,19441
11+ years,2019-20,Persons,1.622,21814
11+ years,2020-21,Persons,1.785,23618
11+ years,2021-22,Persons,2.258,20685
11+ years,2017-18,Persons,5.964,33297
11+ years,2018-19,Persons,7.535,36029
11+ years,2019-20,Persons,8.946,34383
11+ years,2020-21,Persons,11.076,36387
11+ years,2021-22,Persons,13.982,30654
11+ years,2017-18,Persons,0.155,14501
11+ years,2018-19,Persons,0.212,16465
11+ years,2019-20,Persons,0.226,17742
11+ years,2020-21,Persons,0.275,17685
11+ years,2021-22,Persons,0.343,14936
11+ years,2017-18,Persons,1.005,18892
11+ years,2018-19,Persons,1.304,21078
11+ years,2019-20,Persons,1.603,21215
11+ years,2020-21,Persons,1.95,23418
11+ years,2021-22,Persons,2.421,20304
11+ years,2017-18,Persons,33.937,22377
11+ years,2018-19,Persons,40.584,23786
11+ years,2019-20,Persons,46.672,25307
11+ years,2020-21,Persons,54.929,26525
11+ years,2021-22,Persons,72.956,23039
11+ years,2017-18,Persons,0.669,4589
11+ years,2018-19,Persons,0.704,7007
11+ years,2019-20,Persons,0.748,8235
11+ years,2020-21,Persons,1.017,4715
11+ years,2021-22,Persons,1.068,5805
11+ years,2017-18,Persons,0.167,41920
11+ years,2018-19,Persons,0.23,45780
11+ years,2019-20,Persons,0.257,68015
11+ years,2020-21,Persons,0.342,47556
11+ years,2021-22,Persons,0.474,52040
11+ years,2017-18,Persons,3.136,33903
11+ years,2018-19,Persons,3.89,35853
11+ years,2019-20,Persons,3.955,39088
11+ years,2020-21,Persons,4.803,36378
11+ years,2021-22,Persons,5.756,31267
11+ years,2017-18,Persons,0.171,32012
11+ years,2018-19,Persons,0.277,27205
11+ years,2019-20,Persons,0.299,32825
11+ years,2020-21,Persons,0.321,40012
11+ years,2021-22,Persons,0.394,46369
11+ years,2017-18,Persons,3.264,22797
11+ years,2018-19,Persons,3.98,24210
11+ years,2019-20,Persons,4.202,26724
11+ years,2020-21,Persons,5.001,25874
11+ years,2021-22,Persons,5.891,24791
11+ years,2017-18,Persons,1.334,21360
11+ years,2018-19,Persons,1.417,24536
11+ years,2019-20,Persons,1.517,28930
